julian_day	noisy_flux	deviation_used
0.0	0.6435840465218788	0.0044602513513573175
0.003472222222222222	0.6350995238392532	-0.013133494575438968
0.006944444444444444	0.6631986501090168	0.06513770992519928
0.010416666666666666	0.6503610931723128	0.034569307518709624
0.013888888888888888	0.6155658026463524	-0.054564370179084866
0.017361111111111112	0.6337466484866948	-0.004141480225489249
0.020833333333333332	0.640654881434995	0.016195188415730245
0.024305555555555552	0.6136505931545566	-0.05325846861324896
0.027777777777777776	0.6480436144761667	0.03944629607641108
0.03125	0.6270344162843158	-0.014203441412221603
0.034722222222222224	0.619253425458853	-0.03276689702181556
0.03819444444444444	0.6279750870077033	-0.007500823252132535
0.041666666666666664	0.6187042360133777	-0.029468829107470722
0.04513888888888889	0.6404645908965414	0.03093807277437279
0.048611111111111105	0.6330644197125602	0.014740013265426363
0.05208333333333333	0.6209555248186074	-0.013399398126085572
0.05555555555555555	0.6152057758964544	-0.024190802457184073
0.059027777777777776	0.6239662351631725	0.003938032750303683
0.0625	0.6065947473029738	-0.036376807151511155
0.06597222222222222	0.6198299938096528	0.004799725604733285
0.06944444444444445	0.6068542235438651	-0.022656691069049904
0.07291666666666666	0.6165822713988998	0.010496879772661607
0.07638888888888888	0.6206597608192957	0.029326252929661414
0.0798611111111111	0.6047177989376357	-0.004157557495078942
0.08333333333333333	0.6039910538646922	0.0031156891542450287
0.08680555555555555	0.6025499277778272	0.009017731081881808
0.09027777777777778	0.6062763841045362	0.02904615886820959
0.09375	0.6011439980401629	0.026088715261503557
0.09722222222222221	0.5935652411937078	0.017033492662275024
0.10069444444444443	0.5881338438198441	0.01395847030518155
0.10416666666666666	0.5652603330879347	-0.034961192495354974
0.10763888888888888	0.5509494377876722	-0.06107984373216209
0.1111111111111111	0.5564806113058153	-0.03466239884474047
0.11458333333333333	0.6030980323399273	0.10035472184708828
0.11805555555555555	0.5620880716736257	0.0038018163373665015
0.12152777777777778	0.5483378879475989	-0.02082536689323671
0.125	0.5581863285793849	0.01673023292689772
0.1284722222222222	0.5487060481101595	0.0029743979993256025
0.13194444444444445	0.5506642248349735	0.019137785227162724
0.13541666666666666	0.5473842663157178	0.02109332043084551
0.1388888888888889	0.5251415945932658	-0.02748279461348386
0.1423611111111111	0.5229424368521172	-0.023580426841296992
0.14583333333333331	0.5410997656811093	0.03357545389313735
0.14930555555555555	0.5139740796722062	-0.029501883273587104
0.15277777777777776	0.5248988043278846	0.0073356006298701554
0.15625	0.512756189858989	-0.01744229215346275
0.1597222222222222	0.521733994800907	0.01288691706828487
0.16319444444444445	0.5236972367477828	0.02395205965052512
0.16666666666666666	0.5057672393910482	-0.018302101460033048
0.17013888888888887	0.5245083031379286	0.03556212621383286
0.1736111111111111	0.5016355659887568	-0.021325020163853663
0.17708333333333331	0.4998006845633516	-0.02343386791566788
0.18055555555555555	0.505327868594253	-0.006911189340556845
0.18402777777777776	0.5088961740149949	0.0036058524857405564
0.1875	0.498483749742503	-0.023654095062185406
0.1909722222222222	0.4740495188934497	-0.08880367857308101
0.19444444444444442	0.49916626701271805	-0.023867433480643775
0.19791666666666666	0.5122906775521932	0.008537467493468825
0.20138888888888887	0.5161726626941608	0.0156761184590282
0.2048611111111111	0.5126889925428832	0.002506633317193926
0.20833333333333331	0.544452635999373	0.08162386768672024
0.21180555555555555	0.5226409449010888	0.01833023647735924
0.21527777777777776	0.5086774076588092	-0.025078319862169875
0.21875	0.5209155521208524	-0.00011088122497524487
0.2222222222222222	0.5285361794161705	0.011792840404793021
0.22569444444444442	0.5352899380831442	0.020534852525223815
0.22916666666666666	0.5400987610044443	0.023256050489171808
0.23263888888888887	0.5417275640234941	0.01668008658331859
0.2361111111111111	0.5337345864270626	-0.016229397000468687
0.23958333333333331	0.561997626506161	0.045732517427407804
0.24305555555555555	0.5635812053355975	0.036251553915557656
0.24652777777777776	0.5559826254773528	0.0015383185314015735
0.25	0.5564720135545727	-0.012798936282298147
0.2534722222222222	0.5767909713174175	0.024238206834936406
0.2569444444444444	0.5749671024994412	0.0017183928542489652
0.26041666666666663	0.5696138802644382	-0.031205147231644748
0.2638888888888889	0.59955613574847	0.028024442570882015
0.2673611111111111	0.5955441867799331	-0.003601036251420168
0.2708333333333333	0.6303639749882917	0.06621048927277122
0.2743055555555555	0.5755560345246375	-0.1019979233766729
0.2777777777777778	0.6374788055011629	0.037005866884538635
0.28125	0.6265878258975162	-0.01763642516730569
0.2847222222222222	0.6324416090636048	-0.029308107626349757
0.2881944444444444	0.6596087234086924	0.014042108994978979
0.29166666666666663	0.6981493557093564	0.08613380772369718
0.2951388888888889	0.6635924874586006	-0.036242570514175856
0.2986111111111111	0.7009644735906664	0.03010809540461952
0.3020833333333333	0.7151729543450062	0.03392179339320255
0.3055555555555555	0.7219613258392663	0.016801190765763193
0.30902777777777773	0.7223482057965933	-0.018551919019922494
0.3125	0.741075923854789	-0.006743961575802414
0.3159722222222222	0.7835291480392508	0.06647704351959208
0.3194444444444444	0.771832297851214	-0.004627750884236655
0.32291666666666663	0.7925190842287511	0.008628217074137813
0.3263888888888889	0.8119404619969052	0.0173808309425633
0.3298611111111111	0.8324856938735841	0.02799750713076541
0.3333333333333333	0.8577684489746566	0.050088548509309376
0.3368055555555555	0.8756000015260307	0.05151718497079935
0.34027777777777773	0.870853470354243	-0.007609515177171759
0.34375	0.8784667824707151	-0.03489145775944439
0.3472222222222222	0.915951894162774	0.0160335438031582
0.3506944444444444	0.9123352653862471	-0.042270925777197314
0.35416666666666663	0.9349483052024887	-0.03179309804651629
0.3576388888888889	0.9607208839409546	-0.013383674815984268
0.3611111111111111	0.9715086891617616	-0.03487347034019953
0.3645833333333333	0.9966374345947405	-0.018659768872015977
0.3680555555555555	1.0296370057752329	0.018279937758248734
0.37152777777777773	1.0487045218358324	0.018456588562726455
0.375	1.0663809323152313	0.015128940887400383
0.3784722222222222	1.071808122115556	-0.020271077821534415
0.3819444444444444	1.1130606443651576	0.0394054849370347
0.625	1.4080540902438576	0.027101241137374547
0.6284722222222222	1.3681638616946459	-0.06294378384813877
0.6319444444444444	1.3830254643908964	-0.007733224663579298
0.6354166666666666	1.3913412908226996	0.03070874504686766
0.6388888888888888	1.3697389567665161	-0.009439821435602078
0.642361111111111	1.3789377653370731	0.03218718182867039
0.6458333333333333	1.3604533487921155	0.0009780637904171978
0.6493055555555555	1.3819955697689736	0.07575764224528253
0.6527777777777778	1.344528110153928	-0.005247104157620128
0.65625	1.3301279720960906	-0.025258750273154412
0.6597222222222222	1.3337514757162916	0.002298023656367319
0.6631944444444444	1.318514092994945	-0.02013698467690618
0.6666666666666666	1.3158850476627184	-0.009514782301701599
0.6701388888888888	1.3058730782550465	-0.018760709687814937
0.673611111111111	1.2946272915436579	-0.031728979506365024
0.6770833333333333	1.3125016079413239	0.03168414212995551
0.6805555555555555	1.2946862965738313	0.00013475245507376564
0.6840277777777778	1.2914730635403548	0.0064148933820666445
0.6875	1.2645211321586873	-0.050871477525233424
0.6909722222222222	1.2941579781129742	0.04044236398949123
0.6944444444444444	1.2520096537711767	-0.058920347657511536
0.6979166666666666	1.267538051588219	-0.006949664140243755
0.7013888888888888	1.266956740929422	0.001331557001305429
0.704861111111111	1.243739290368638	-0.051368614539173726
0.7083333333333333	1.2786676878557035	0.048363463506040504
0.7118055555555555	1.2504993657448225	-0.01985542625181229
0.7152777777777778	1.249558270503579	-0.017375055637323136
0.71875	1.2567044483919996	0.005231604558457088
0.7222222222222222	1.2628503763242103	0.02396617742676541
0.7256944444444444	1.2593923050124765	0.016121899220445452
0.7291666666666666	1.2438872106469856	-0.02471609513677114
0.7326388888888888	1.2552705261390231	0.004384838413607048
0.736111111111111	1.2533458961867152	-0.00271896108114553
0.7395833333333333	1.2661905627999657	0.028240777941568894
0.7430555555555555	1.2703263384720211	0.035320149860523224
0.7465277777777778	1.2589877348554135	0.0007470426845899694
0.75	1.264159456492023	0.00914999287826416
0.7534722222222222	1.273724138732665	0.028637215054778984
0.7569444444444444	1.2651492151828219	-0.00019370130929696958
0.7604166666666666	1.270090919914313	0.006445992645519728
0.7638888888888888	1.284221818943384	0.03727276083210887
0.767361111111111	1.2742238472656269	0.004407199303818025
0.7708333333333333	1.278232818549354	0.008776755089756548
0.7743055555555555	1.2699543468751866	-0.01893151831706289
0.7777777777777777	1.2744726324271767	-0.012271405876184433
0.78125	1.2812656062388654	0.001121318431147374
0.7847222222222222	1.2928326191755386	0.028016095418121303
0.7881944444444444	1.2675683034575052	-0.04135805630034233
0.7916666666666666	1.280030291661433	-0.009839419781144571
0.7951388888888888	1.2882208006702953	0.011754176965058871
0.798611111111111	1.2917164788722264	0.022449652639460946
0.8020833333333333	1.2838685950972415	0.0048160647459178215
0.8055555555555555	1.2732517909419165	-0.01836278395025893
0.8090277777777777	1.285459664604522	0.020654867921322678
0.8125	1.2763979465753557	0.005462556667948481
0.8159722222222222	1.275545252689749	0.014041745229735194
0.8194444444444444	1.2571891885415163	-0.02147133788191884
0.8229166666666666	1.262097515034956	0.006704631116070815
0.8263888888888888	1.250342309922535	-0.006886618124978245
0.829861111111111	1.2408157226819614	-0.012297671165690898
0.8333333333333333	1.2235546489602402	-0.03584190814987851
0.8368055555555555	1.2141085293444278	-0.036437962938811186
0.8402777777777777	1.198926890060932	-0.049912042593824556
0.84375	1.2215144158147337	0.03864928621376768
0.8472222222222222	1.188032832749692	-0.01875788630310385
0.8506944444444444	1.2047774651167533	0.05865826473187409
0.8541666666666666	1.1477448006799058	-0.056843730299315026
0.8576388888888888	1.1523880974038527	-0.007459057089032264
0.861111111111111	1.1551844692537705	0.03884910310492699
0.8645833333333333	1.1106186565031506	-0.038314298897064974
0.8680555555555555	1.0952041267080581	-0.03692065271113076
0.8715277777777777	1.0965547689347404	0.010148637716203808
0.875	1.0815851206334102	0.015308566650931653
0.8784722222222222	1.0590471021954804	0.0015124067711643917
0.8819444444444444	1.0316085943400422	-0.024369398423074416
0.8854166666666666	1.0212646240390886	-0.00440388247201636
0.8888888888888888	1.028147091096272	0.061569122544827354
0.892361111111111	0.9996510856708747	0.03436117236218997
0.8958333333333333	0.9692753935837123	0.0022943975492156583
0.8993055555555555	0.9404270209386419	-0.025819663962489556
0.9027777777777777	0.9276911976425066	-0.011630969381888064
0.90625	0.9323822709873282	0.048148804107855554
0.9097222222222222	0.9089434145186699	0.03296585590941959
0.9131944444444444	0.8608780236643385	-0.04809524580343991
0.9166666666666666	0.8527386607246588	-0.024631882489578025
0.9201388888888888	0.8518134411624181	0.01676657247847023
0.923611111111111	0.850007328552501	0.0545662805711555
0.9270833333333333	0.7963936266465839	-0.04592887749516185
0.9305555555555555	0.7997655445207986	0.002624666533852443
0.9340277777777777	0.7995766602977934	0.04013853808258363
0.9375	0.7834861374982642	0.03391178108726696
0.9409722222222222	0.74123014539277	-0.04325392992201247
0.9444444444444444	0.7374561659576817	-0.020604153428729857
0.9479166666666666	0.738924517051456	0.01398398049015511
0.9513888888888888	0.7164818034111241	-0.01655416235553663
0.954861111111111	0.7196725971811535	0.01867532729270659
0.9583333333333333	0.7028984900015971	-0.0008143851466598578
0.9618055555555555	0.7086539361972348	0.03727199411992152
0.9652777777777777	0.6678407224019058	-0.0496166890797635
0.96875	0.675560887332959	-0.010152304532402545
0.9722222222222222	0.688840310089347	0.04216834386832918
0.9756944444444444	0.6542239314340257	-0.03383305021446772
0.9791666666666666	0.669158078344121	0.019402536614881852
0.9826388888888888	0.6491338978538734	-0.021334858841499264
0.986111111111111	0.6477196066445845	-0.014405584401351536
0.9895833333333333	0.6645158575233437	0.03923986273615984
0.9930555555555555	0.657506529725588	0.0286940689744308
0.9965277777777777	0.6557091457992374	0.030747120752515917
1.0	0.6271910685673232	-0.03885483593565674
1.003472222222222	0.6438999708024362	0.010119884367163288
1.0069444444444444	0.6415633810329264	0.007970941867144395
1.0104166666666665	0.648591270440861	0.029892913375565645
1.0138888888888888	0.6504853179513059	0.03770329818765942
1.0173611111111112	0.6101526741004552	-0.06648372596147761
1.0208333333333333	0.6307935807879753	-0.009861279144542729
1.0243055555555556	0.6351864168113613	0.0036455352888000014
1.0277777777777777	0.638857064325012	0.015172718525895607
1.03125	0.6264793653154923	-0.015670049933868974
1.034722222222222	0.6249354896546446	-0.01775320595888529
1.0381944444444444	0.6309079905505557	0.00024877375917465916
1.0416666666666665	0.6344175524302748	0.01205039174753054
1.0451388888888888	0.6500736929574771	0.05632815721620471
1.0486111111111112	0.6213027072074802	-0.01633790346298135
